659845178235935,72057594037927936,3484279006500223,2251799813685248,3595532768016267,2305843009213693952,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
3013701259374629,18014398509481984,2479602530428041,4503599627370496,3003668181126563,18014398509481984,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
1809938248282323,144115188075855872,6961874108536479,4503599627370496,3712719144967175,2305843009213693952,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6040715337055723,36028797018963968,1238156689727777,2251799813685248,1502246221523467,9007199254740992,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,0,1,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,0,1,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
452470840918299,36028797018963968,6961872650289899,4503599627370496,232203663952503,144115188075855872,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,0,1,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,0,1,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
1580012869269149,4503599627370496,6993057989032551,4503599627370496,6004799503160661,18014398509481984,0
6365087473350301,18014398509481984,6993057989032551,4503599627370496,0,1,0
1860261758575591,144115188075855872,6971959308717213,4503599627370496,5961990235770355,18014398509481984,0
6040734675943197,36028797018963968,4952636703285533,9007199254740992,6008989027351885,36028797018963968,0
